Consolidate compiler generated dependencies of target dataAnalysis
[ 33%] Building CXX object CMakeFiles/dataAnalysis.dir/src/archiveReader.cpp.o
[ 66%] Linking CXX executable dataAnalysis
[100%] Built target dataAnalysis
AC 0 0 8473 2021-12-01
AC 0 0 9581 2021-12-01
AC 0 0 19299 2021-12-01
AC 0 0 19311 2021-12-01
AC 0 0 19955 2021-12-01
AC 0 0 18824 2021-12-01
AC 0 0 12241 2021-12-01
AC 0 0 413418 2021-12-01
AC 0 0 19351 2021-12-01
AC 0 0 6717 2021-12-01
AC 0 0 46511 2021-12-01
AC 0 0 23236 2021-12-01
AC 0 0 43151 2021-12-01
AC 0 0 19596 2021-12-01
AC 1 7 894470 2021-12-01
AC 0 0 15490 2021-12-02
AC 0 0 7534 2021-12-02
AC 0 0 26702 2021-12-02
AC 0 0 10420 2021-12-02
AC 0 0 12008 2021-12-02
AC 0 0 89072 2021-12-02
AC 0 0 18696 2021-12-02
AC 0 0 34884 2021-12-02
AC 0 0 8473 2021-12-02
AC 0 0 9581 2021-12-02
AC 0 0 19299 2021-12-02
AC 0 0 19311 2021-12-02
AC 0 0 19955 2021-12-02
AC 0 0 18824 2021-12-02
AC 0 0 12241 2021-12-02
AC 0 0 413418 2021-12-02
AC 0 0 19351 2021-12-02
AC 0 0 6717 2021-12-02
AC 0 0 46511 2021-12-02
AC 0 0 23236 2021-12-02
AC 0 0 43151 2021-12-02
AC 0 0 19596 2021-12-02
AC 0 3 894470 2021-12-02
AC 0 0 15490 2021-12-03
AC 0 0 7534 2021-12-03
AC 0 0 26702 2021-12-03
AC 0 0 10420 2021-12-03
AC 0 0 12008 2021-12-03
AC 0 0 89072 2021-12-03
AC 0 0 18696 2021-12-03
AC 0 0 34884 2021-12-03
AC 0 0 8473 2021-12-03
AC 0 0 9581 2021-12-03
AC 0 0 19299 2021-12-03
AC 0 0 19311 2021-12-03
AC 0 0 19955 2021-12-03
AC 0 0 18824 2021-12-03
AC 0 0 12241 2021-12-03
AC 0 0 413418 2021-12-03
AC 0 0 19351 2021-12-03
AC 0 0 6717 2021-12-03
AC 0 0 46511 2021-12-03
AC 0 0 23236 2021-12-03
AC 0 0 43151 2021-12-03
AC 0 0 19596 2021-12-03
AC -1 2 894470 2021-12-03
AC 0 0 15490 2021-12-04
AC 0 0 7534 2021-12-04
AC 0 0 26702 2021-12-04
AC 0 0 10420 2021-12-04
AC 0 0 12008 2021-12-04
AC 0 0 89072 2021-12-04
AC 0 0 18696 2021-12-04
AC 0 0 34884 2021-12-04
AC 0 0 8473 2021-12-04
AC 0 0 9581 2021-12-04
AC 0 0 19299 2021-12-04
AC 0 0 19311 2021-12-04
AC 0 0 19955 2021-12-04
AC 0 0 18824 2021-12-04
AC 0 0 12241 2021-12-04
AC 0 0 413418 2021-12-04
AC 0 0 19351 2021-12-04
AC 0 0 6717 2021-12-04
AC 0 0 46511 2021-12-04
AC 0 0 23236 2021-12-04
AC 0 0 43151 2021-12-04
AC 0 0 19596 2021-12-04
AC 1 3 894470 2021-12-04
AC 0 0 15490 2021-12-05
AC 0 0 7534 2021-12-05
AC 0 0 26702 2021-12-05
AC 0 0 10420 2021-12-05
AC 0 0 12008 2021-12-05
AC 0 0 89072 2021-12-05
AC 0 0 18696 2021-12-05
AC 0 0 34884 2021-12-05
AC 0 0 8473 2021-12-05
AC 0 0 9581 2021-12-05
AC 0 0 19299 2021-12-05
AC 0 0 19311 2021-12-05
AC 0 0 19955 2021-12-05
AC 0 0 18824 2021-12-05
AC 0 0 12241 2021-12-05
AC 0 0 413418 2021-12-05
AC 0 0 19351 2021-12-05
AC 0 0 6717 2021-12-05
AC 0 0 46511 2021-12-05
AC 0 0 23236 2021-12-05
AC 0 0 43151 2021-12-05
AC 0 0 19596 2021-12-05
AC 0 0 894470 2021-12-05
AC 0 0 15490 2021-12-06
AC 0 0 7534 2021-12-06
AC 0 0 26702 2021-12-06
AC 0 0 10420 2021-12-06
AC 0 0 12008 2021-12-06
AC 0 0 89072 2021-12-06
AC 0 0 18696 2021-12-06
AC 0 0 34884 2021-12-06
AC 0 0 8473 2021-12-06
AC 0 0 9581 2021-12-06
AC 0 0 19299 2021-12-06
AC 0 0 19311 2021-12-06
AC 0 0 19955 2021-12-06
AC 0 0 18824 2021-12-06
AC 0 0 12241 2021-12-06
AC 0 0 413418 2021-12-06
AC 0 0 19351 2021-12-06
AC 0 0 6717 2021-12-06
AC 0 0 46511 2021-12-06
AC 0 0 23236 2021-12-06
AC 0 0 43151 2021-12-06
AC 0 0 19596 2021-12-06
AC 0 11 894470 2021-12-06
AC 0 0 15490 2021-12-07
AC 0 0 7534 2021-12-07
AC 0 0 26702 2021-12-07
AC 0 0 10420 2021-12-07
AC 0 0 12008 2021-12-07
AC 0 0 89072 2021-12-07
AC 0 0 18696 2021-12-07
AC 0 0 34884 2021-12-07
AC 0 0 8473 2021-12-07
AC 0 0 9581 2021-12-07
AC 0 0 19299 2021-12-07
AC 0 0 19311 2021-12-07
AC 0 0 19955 2021-12-07
AC 0 0 18824 2021-12-07
AC 0 0 12241 2021-12-07
AC 0 0 413418 2021-12-07
AC 0 0 19351 2021-12-07
AC 0 0 6717 2021-12-07
AC 0 0 46511 2021-12-07
AC 0 0 23236 2021-12-07
AC 0 0 43151 2021-12-07
AC 0 0 19596 2021-12-07
AC 0 2 894470 2021-12-07
AC 0 0 15490 2021-12-08
AC 0 0 7534 2021-12-08
AC 0 0 26702 2021-12-08
AC 0 0 10420 2021-12-08
AC 0 0 12008 2021-12-08
AC 0 0 89072 2021-12-08
AC 0 0 18696 2021-12-08
AC 0 0 34884 2021-12-08
AC 0 0 8473 2021-12-08
AC 0 0 9581 2021-12-08
AC 0 0 19299 2021-12-08
AC 0 0 19311 2021-12-08
AC 0 0 19955 2021-12-08
AC 0 0 18824 2021-12-08
AC 0 0 12241 2021-12-08
AC 0 0 413418 2021-12-08
AC 0 0 19351 2021-12-08
AC 0 0 6717 2021-12-08
AC 0 0 46511 2021-12-08
AC 0 0 23236 2021-12-08
AC 0 0 43151 2021-12-08
AC 0 0 19596 2021-12-08
AC 0 13 894470 2021-12-08
AC 0 0 15490 2021-12-09
AC 0 0 7534 2021-12-09
AC 0 0 26702 2021-12-09
AC 0 0 10420 2021-12-09
AC 0 0 12008 2021-12-09
AC 0 0 89072 2021-12-09
AC 0 0 18696 2021-12-09
AC 0 0 34884 2021-12-09
AC 0 0 8473 2021-12-09
AC 0 0 9581 2021-12-09
AC 0 0 19299 2021-12-09
AC 0 0 19311 2021-12-09
AC 0 0 19955 2021-12-09
AC 0 0 18824 2021-12-09
AC 0 0 12241 2021-12-09
AC 0 0 413418 2021-12-09
AC 0 0 19351 2021-12-09
AC 0 0 6717 2021-12-09
AC 0 0 46511 2021-12-09
AC 0 0 23236 2021-12-09
AC 0 0 43151 2021-12-09
AC 0 0 19596 2021-12-09
AC 0 10 894470 2021-12-09
AC 0 0 15490 2021-12-10
AC 0 0 7534 2021-12-10
AC 0 0 26702 2021-12-10
AC 0 0 10420 2021-12-10
AC 0 0 12008 2021-12-10
AC 0 0 89072 2021-12-10
AC 0 0 18696 2021-12-10
AC 0 0 34884 2021-12-10
AC 0 0 8473 2021-12-10
AC 0 0 9581 2021-12-10
AC 0 0 19299 2021-12-10
AC 0 0 19311 2021-12-10
AC 0 0 19955 2021-12-10
AC 0 0 18824 2021-12-10
AC 0 0 12241 2021-12-10
AC 0 0 413418 2021-12-10
AC 0 0 19351 2021-12-10
AC 0 0 6717 2021-12-10
AC 0 0 46511 2021-12-10
AC 0 0 23236 2021-12-10
AC 0 0 43151 2021-12-10
AC 0 0 19596 2021-12-10
AC 0 0 894470 2021-12-10
AC 0 0 15490 2021-12-11
AC 0 0 7534 2021-12-11
AC 0 0 26702 2021-12-11
AC 0 0 10420 2021-12-11
AC 0 0 12008 2021-12-11
AC 0 0 89072 2021-12-11
AC 0 0 18696 2021-12-11
AC 0 0 34884 2021-12-11
AC 0 0 8473 2021-12-11
AC 0 0 9581 2021-12-11
AC 0 0 19299 2021-12-11
AC 0 0 19311 2021-12-11
AC 0 0 19955 2021-12-11
AC 0 0 18824 2021-12-11
AC 0 0 12241 2021-12-11
AC 0 0 413418 2021-12-11
AC 0 0 19351 2021-12-11
AC 0 0 6717 2021-12-11
AC 0 0 46511 2021-12-11
AC 0 0 23236 2021-12-11
AC 0 0 43151 2021-12-11
AC 0 0 19596 2021-12-11
AC 0 8 894470 2021-12-11
AC 0 0 15490 2021-12-12
AC 0 0 7534 2021-12-12
AC 0 0 26702 2021-12-12
AC 0 0 10420 2021-12-12
AC 0 0 12008 2021-12-12
AC 0 0 89072 2021-12-12
AC 0 0 18696 2021-12-12
AC 0 0 34884 2021-12-12
AC 0 0 8473 2021-12-12
AC 0 0 9581 2021-12-12
AC 0 0 19299 2021-12-12
AC 0 0 19311 2021-12-12
AC 0 0 19955 2021-12-12
AC 0 0 18824 2021-12-12
AC 0 0 12241 2021-12-12
AC 0 0 413418 2021-12-12
AC 0 0 19351 2021-12-12
AC 0 0 6717 2021-12-12
AC 0 0 46511 2021-12-12
AC 0 0 23236 2021-12-12
AC 0 0 43151 2021-12-12
AC 0 0 19596 2021-12-12
AC 0 8 894470 2021-12-12
AC 0 0 15490 2021-12-13
AC 0 0 7534 2021-12-13
AC 0 0 26702 2021-12-13
AC 0 0 10420 2021-12-13
AC 0 0 12008 2021-12-13
AC 0 0 89072 2021-12-13
AC 0 0 18696 2021-12-13
AC 0 0 34884 2021-12-13
AC 0 0 8473 2021-12-13
AC 0 0 9581 2021-12-13
AC 0 0 19299 2021-12-13
AC 0 0 19311 2021-12-13
AC 0 0 19955 2021-12-13
AC 0 0 18824 2021-12-13
AC 0 0 12241 2021-12-13
AC 0 0 413418 2021-12-13
AC 0 0 19351 2021-12-13
AC 0 0 6717 2021-12-13
AC 0 0 46511 2021-12-13
AC 0 0 23236 2021-12-13
AC 0 0 43151 2021-12-13
AC 0 0 19596 2021-12-13
AC 0 4 894470 2021-12-13
AC 0 0 15490 2021-12-14
AC 0 0 7534 2021-12-14
AC 0 0 26702 2021-12-14
AC 0 0 10420 2021-12-14
AC 0 0 12008 2021-12-14
AC 0 0 89072 2021-12-14
AC 0 0 18696 2021-12-14
AC 0 0 34884 2021-12-14
AC 0 0 8473 2021-12-14
AC 0 0 9581 2021-12-14
AC 0 0 19299 2021-12-14
AC 0 0 19311 2021-12-14
AC 0 0 19955 2021-12-14
AC 0 0 18824 2021-12-14
AC 0 0 12241 2021-12-14
AC 0 0 413418 2021-12-14
AC 0 0 19351 2021-12-14
AC 0 0 6717 2021-12-14
AC 0 0 46511 2021-12-14
AC 0 0 23236 2021-12-14
AC 0 0 43151 2021-12-14
AC 0 0 19596 2021-12-14
AC 0 3 894470 2021-12-14
AC 0 0 15490 2021-12-15
AC 0 0 7534 2021-12-15
AC 0 0 26702 2021-12-15
AC 0 0 10420 2021-12-15
AC 0 0 12008 2021-12-15
AC 0 0 89072 2021-12-15
AC 0 0 18696 2021-12-15
AC 0 0 34884 2021-12-15
AC 0 0 8473 2021-12-15
AC 0 0 9581 2021-12-15
AC 0 0 19299 2021-12-15
AC 0 0 19311 2021-12-15
AC 0 0 19955 2021-12-15
AC 0 0 18824 2021-12-15
AC 0 0 12241 2021-12-15
AC 0 0 413418 2021-12-15
AC 0 0 19351 2021-12-15
AC 0 0 6717 2021-12-15
AC 0 0 46511 2021-12-15
AC 0 0 23236 2021-12-15
AC 0 0 43151 2021-12-15
AC 0 0 19596 2021-12-15
AC 1 13 894470 2021-12-15
AC 0 0 15490 2021-12-16
AC 0 0 7534 2021-12-16
AC 0 0 26702 2021-12-16
AC 0 0 10420 2021-12-16
AC 0 0 12008 2021-12-16
AC 0 0 89072 2021-12-16
AC 0 0 18696 2021-12-16
AC 0 0 34884 2021-12-16
AC 0 0 8473 2021-12-16
AC 0 0 9581 2021-12-16
AC 0 0 19299 2021-12-16
AC 0 0 19311 2021-12-16
AC 0 0 19955 2021-12-16
AC 0 0 18824 2021-12-16
AC 0 0 12241 2021-12-16
AC 0 0 413418 2021-12-16
AC 0 0 19351 2021-12-16
AC 0 0 6717 2021-12-16
AC 0 0 46511 2021-12-16
AC 0 0 23236 2021-12-16
AC 0 0 43151 2021-12-16
AC 0 0 19596 2021-12-16
AC 0 8 894470 2021-12-16
AC 0 0 15490 2021-12-17
AC 0 0 7534 2021-12-17
AC 0 0 26702 2021-12-17
AC 0 0 10420 2021-12-17
AC 0 0 12008 2021-12-17
AC 0 0 89072 2021-12-17
AC 0 0 18696 2021-12-17
AC 0 0 34884 2021-12-17
AC 0 0 8473 2021-12-17
AC 0 0 9581 2021-12-17
AC 0 0 19299 2021-12-17
AC 0 0 19311 2021-12-17
AC 0 0 19955 2021-12-17
AC 0 0 18824 2021-12-17
AC 0 0 12241 2021-12-17
AC 0 0 413418 2021-12-17
AC 0 0 19351 2021-12-17
AC 0 0 6717 2021-12-17
AC 0 0 46511 2021-12-17
AC 0 0 23236 2021-12-17
AC 0 0 43151 2021-12-17
AC 0 0 19596 2021-12-17
AC 0 6 894470 2021-12-17
AC 0 0 15490 2021-12-18
AC 0 0 7534 2021-12-18
AC 0 0 26702 2021-12-18
AC 0 0 10420 2021-12-18
AC 0 0 12008 2021-12-18
AC 0 0 89072 2021-12-18
AC 0 0 18696 2021-12-18
AC 0 0 34884 2021-12-18
AC 0 0 8473 2021-12-18
AC 0 0 9581 2021-12-18
AC 0 0 19299 2021-12-18
AC 0 0 19311 2021-12-18
AC 0 0 19955 2021-12-18
AC 0 0 18824 2021-12-18
AC 0 0 12241 2021-12-18
AC 0 0 413418 2021-12-18
AC 0 0 19351 2021-12-18
AC 0 0 6717 2021-12-18
AC 0 0 46511 2021-12-18
AC 0 0 23236 2021-12-18
AC 0 0 43151 2021-12-18
AC 0 0 19596 2021-12-18
AC 0 15 894470 2021-12-18
AC 0 0 15490 2021-12-19
AC 0 0 7534 2021-12-19
AC 0 0 26702 2021-12-19
AC 0 0 10420 2021-12-19
AC 0 0 12008 2021-12-19
AC 0 0 89072 2021-12-19
AC 0 0 18696 2021-12-19
AC 0 0 34884 2021-12-19
AC 0 0 8473 2021-12-19
AC 0 0 9581 2021-12-19
AC 0 0 19299 2021-12-19
AC 0 0 19311 2021-12-19
AC 0 0 19955 2021-12-19
AC 0 0 18824 2021-12-19
AC 0 0 12241 2021-12-19
AC 0 0 413418 2021-12-19
AC 0 0 19351 2021-12-19
AC 0 0 6717 2021-12-19
AC 0 0 46511 2021-12-19
AC 0 0 23236 2021-12-19
AC 0 0 43151 2021-12-19
AC 0 0 19596 2021-12-19
AC 0 6 894470 2021-12-19
AC 0 0 15490 2021-12-20
AC 0 0 7534 2021-12-20
AC 0 0 26702 2021-12-20
AC 0 0 10420 2021-12-20
AC 0 0 12008 2021-12-20
AC 0 0 89072 2021-12-20
AC 0 0 18696 2021-12-20
AC 0 0 34884 2021-12-20
AC 0 0 8473 2021-12-20
AC 0 0 9581 2021-12-20
AC 0 0 19299 2021-12-20
AC 0 0 19311 2021-12-20
AC 0 0 19955 2021-12-20
AC 0 0 18824 2021-12-20
AC 0 0 12241 2021-12-20
AC 0 0 413418 2021-12-20
AC 0 0 19351 2021-12-20
AC 0 0 6717 2021-12-20
AC 0 0 46511 2021-12-20
AC 0 0 23236 2021-12-20
AC 0 0 43151 2021-12-20
AC 0 0 19596 2021-12-20
AC 0 0 894470 2021-12-20
AC 0 0 15490 2021-12-21
AC 0 0 7534 2021-12-21
AC 0 0 26702 2021-12-21
AC 0 0 10420 2021-12-21
AC 0 0 12008 2021-12-21
AC 0 0 89072 2021-12-21
AC 0 0 18696 2021-12-21
AC 0 0 34884 2021-12-21
AC 0 0 8473 2021-12-21
AC 0 0 9581 2021-12-21
AC 0 0 19299 2021-12-21
AC 0 0 19311 2021-12-21
AC 0 0 19955 2021-12-21
AC 0 0 18824 2021-12-21
AC 0 0 12241 2021-12-21
AC 0 0 413418 2021-12-21
AC 0 0 19351 2021-12-21
AC 0 0 6717 2021-12-21
AC 0 0 46511 2021-12-21
AC 0 0 23236 2021-12-21
AC 0 0 43151 2021-12-21
AC 0 0 19596 2021-12-21
AC 0 4 894470 2021-12-21
AC 0 0 15490 2021-12-22
AC 0 0 7534 2021-12-22
AC 0 0 26702 2021-12-22
AC 0 0 10420 2021-12-22
AC 0 0 12008 2021-12-22
AC 0 0 89072 2021-12-22
AC 0 0 18696 2021-12-22
AC 0 0 34884 2021-12-22
AC 0 0 8473 2021-12-22
AC 0 0 9581 2021-12-22
AC 0 0 19299 2021-12-22
AC 0 0 19311 2021-12-22
AC 0 0 19955 2021-12-22
AC 0 0 18824 2021-12-22
AC 0 0 12241 2021-12-22
AC 0 0 413418 2021-12-22
AC 0 0 19351 2021-12-22
AC 0 0 6717 2021-12-22
AC 0 0 46511 2021-12-22
AC 0 0 23236 2021-12-22
AC 0 0 43151 2021-12-22
AC 0 0 19596 2021-12-22
AC 0 6 894470 2021-12-22
AC 0 0 15490 2021-12-23
AC 0 0 7534 2021-12-23
AC 0 0 26702 2021-12-23
AC 0 0 10420 2021-12-23
AC 0 0 12008 2021-12-23
AC 0 0 89072 2021-12-23
AC 0 0 18696 2021-12-23
AC 0 0 34884 2021-12-23
AC 0 0 8473 2021-12-23
AC 0 0 9581 2021-12-23
AC 0 0 19299 2021-12-23
AC 0 0 19311 2021-12-23
AC 0 0 19955 2021-12-23
AC 0 0 18824 2021-12-23
AC 0 0 12241 2021-12-23
AC 0 0 413418 2021-12-23
AC 0 0 19351 2021-12-23
AC 0 0 6717 2021-12-23
AC 0 0 46511 2021-12-23
AC 0 0 23236 2021-12-23
AC 0 0 43151 2021-12-23
AC 0 0 19596 2021-12-23
AC 0 11 894470 2021-12-23
AC 0 0 15490 2021-12-24
AC 0 0 7534 2021-12-24
AC 0 0 26702 2021-12-24
AC 0 0 10420 2021-12-24
AC 0 0 12008 2021-12-24
AC 0 0 89072 2021-12-24
AC 0 0 18696 2021-12-24
AC 0 0 34884 2021-12-24
AC 0 0 8473 2021-12-24
AC 0 0 9581 2021-12-24
AC 0 0 19299 2021-12-24
AC 0 0 19311 2021-12-24
AC 0 0 19955 2021-12-24
AC 0 0 18824 2021-12-24
AC 0 0 12241 2021-12-24
AC 0 0 413418 2021-12-24
AC 0 0 19351 2021-12-24
AC 0 0 6717 2021-12-24
AC 0 0 46511 2021-12-24
AC 0 0 23236 2021-12-24
AC 0 0 43151 2021-12-24
AC 0 0 19596 2021-12-24
AC 0 14 894470 2021-12-24
AC 0 0 15490 2021-12-25
AC 0 0 7534 2021-12-25
AC 0 0 26702 2021-12-25
AC 0 0 10420 2021-12-25
AC 0 0 12008 2021-12-25
AC 0 0 89072 2021-12-25
AC 0 0 18696 2021-12-25
AC 0 0 34884 2021-12-25
AC 0 0 8473 2021-12-25
AC 0 0 9581 2021-12-25
AC 0 0 19299 2021-12-25
AC 0 0 19311 2021-12-25
AC 0 0 19955 2021-12-25
AC 0 0 18824 2021-12-25
AC 0 0 12241 2021-12-25
AC 0 0 413418 2021-12-25
AC 0 0 19351 2021-12-25
AC 0 0 6717 2021-12-25
AC 0 0 46511 2021-12-25
AC 0 0 23236 2021-12-25
AC 0 0 43151 2021-12-25
AC 0 0 19596 2021-12-25
AC 0 3 894470 2021-12-25
AC 0 0 15490 2021-12-26
AC 0 0 7534 2021-12-26
AC 0 0 26702 2021-12-26
AC 0 0 10420 2021-12-26
AC 0 0 12008 2021-12-26
AC 0 0 89072 2021-12-26
AC 0 0 18696 2021-12-26
AC 0 0 34884 2021-12-26
AC 0 0 8473 2021-12-26
AC 0 0 9581 2021-12-26
AC 0 0 19299 2021-12-26
AC 0 0 19311 2021-12-26
AC 0 0 19955 2021-12-26
AC 0 0 18824 2021-12-26
AC 0 0 12241 2021-12-26
AC 0 0 413418 2021-12-26
AC 0 0 19351 2021-12-26
AC 0 0 6717 2021-12-26
AC 0 0 46511 2021-12-26
AC 0 0 23236 2021-12-26
AC 0 0 43151 2021-12-26
AC 0 0 19596 2021-12-26
AC 0 5 894470 2021-12-26
AC 0 0 15490 2021-12-27
AC 0 0 7534 2021-12-27
AC 0 0 26702 2021-12-27
AC 0 0 10420 2021-12-27
AC 0 0 12008 2021-12-27
AC 0 0 89072 2021-12-27
AC 0 0 18696 2021-12-27
AC 0 0 34884 2021-12-27
AC 0 0 8473 2021-12-27
AC 0 0 9581 2021-12-27
AC 0 0 19299 2021-12-27
AC 0 0 19311 2021-12-27
AC 0 0 19955 2021-12-27
AC 0 0 18824 2021-12-27
AC 0 0 12241 2021-12-27
AC 0 0 413418 2021-12-27
AC 0 0 19351 2021-12-27
AC 0 0 6717 2021-12-27
AC 0 0 46511 2021-12-27
AC 0 0 23236 2021-12-27
AC 0 0 43151 2021-12-27
AC 0 0 19596 2021-12-27
AC 0 1 894470 2021-12-27
AC 0 0 15490 2021-12-28
AC 0 0 7534 2021-12-28
AC 0 0 26702 2021-12-28
AC 0 0 10420 2021-12-28
AC 0 0 12008 2021-12-28
AC 0 0 89072 2021-12-28
AC 0 0 18696 2021-12-28
AC 0 0 34884 2021-12-28
AC 0 0 8473 2021-12-28
AC 0 0 9581 2021-12-28
AC 0 0 19299 2021-12-28
AC 0 0 19311 2021-12-28
AC 0 0 19955 2021-12-28
AC 0 0 18824 2021-12-28
AC 0 0 12241 2021-12-28
AC 0 0 413418 2021-12-28
AC 0 0 19351 2021-12-28
AC 0 0 6717 2021-12-28
AC 0 0 46511 2021-12-28
AC 0 0 23236 2021-12-28
AC 0 0 43151 2021-12-28
AC 0 0 19596 2021-12-28
AC 0 0 894470 2021-12-28
AC 0 0 15490 2021-12-29
AC 0 0 7534 2021-12-29
AC 0 0 26702 2021-12-29
AC 0 0 10420 2021-12-29
AC 0 0 12008 2021-12-29
AC 0 0 89072 2021-12-29
AC 0 0 18696 2021-12-29
AC 0 0 34884 2021-12-29
AC 0 0 8473 2021-12-29
AC 0 0 9581 2021-12-29
AC 0 0 19299 2021-12-29
AC 0 0 19311 2021-12-29
AC 0 0 19955 2021-12-29
AC 0 0 18824 2021-12-29
AC 0 0 12241 2021-12-29
AC 0 0 413418 2021-12-29
AC 0 0 19351 2021-12-29
AC 0 0 6717 2021-12-29
AC 0 0 46511 2021-12-29
AC 0 0 23236 2021-12-29
AC 0 0 43151 2021-12-29
AC 0 0 19596 2021-12-29
AC 1 0 894470 2021-12-29
AC 0 0 15490 2021-12-30
AC 0 0 7534 2021-12-30
AC 0 0 26702 2021-12-30
AC 0 0 10420 2021-12-30
AC 0 0 12008 2021-12-30
AC 0 0 89072 2021-12-30
AC 0 0 18696 2021-12-30
AC 0 0 34884 2021-12-30
AC 0 0 8473 2021-12-30
AC 0 0 9581 2021-12-30
AC 0 0 19299 2021-12-30
AC 0 0 19311 2021-12-30
AC 0 0 19955 2021-12-30
AC 0 0 18824 2021-12-30
AC 0 0 12241 2021-12-30
AC 0 0 413418 2021-12-30
AC 0 0 19351 2021-12-30
AC 0 0 6717 2021-12-30
AC 0 0 46511 2021-12-30
AC 0 0 23236 2021-12-30
AC 0 0 43151 2021-12-30
AC 0 0 19596 2021-12-30
AC 0 5 894470 2021-12-30
AC 0 0 15490 2021-12-31
AC 0 0 7534 2021-12-31
AC 0 0 26702 2021-12-31
AC 0 0 10420 2021-12-31
AC 0 0 12008 2021-12-31
AC 0 0 89072 2021-12-31
AC 0 0 18696 2021-12-31
AC 0 0 34884 2021-12-31
AC 0 0 8473 2021-12-31
AC 0 0 9581 2021-12-31
AC 0 0 19299 2021-12-31
AC 0 0 19311 2021-12-31
AC 0 0 19955 2021-12-31
AC 0 0 18824 2021-12-31
AC 0 0 12241 2021-12-31
AC 0 0 413418 2021-12-31
AC 0 0 19351 2021-12-31
AC 0 0 6717 2021-12-31
AC 0 0 46511 2021-12-31
AC 0 0 23236 2021-12-31
AC 0 0 43151 2021-12-31
AC 0 0 19596 2021-12-31
AC 0 0 894470 2021-12-31
AC 0 0 15490 2022-01-01
AC 0 0 7534 2022-01-01
AC 0 0 26702 2022-01-01
AC 0 0 10420 2022-01-01
AC 0 0 12008 2022-01-01
AC 0 0 89072 2022-01-01
AC 0 0 18696 2022-01-01
AC 0 0 34884 2022-01-01
AC 0 0 8473 2022-01-01
AC 0 0 9581 2022-01-01
AC 0 0 19299 2022-01-01
AC 0 0 19311 2022-01-01
AC 0 0 19955 2022-01-01
AC 0 0 18824 2022-01-01
AC 0 0 12241 2022-01-01
AC 0 0 413418 2022-01-01
AC 0 0 19351 2022-01-01
AC 0 0 6717 2022-01-01
AC 0 0 46511 2022-01-01
AC 0 0 23236 2022-01-01
AC 0 0 43151 2022-01-01
AC 0 0 19596 2022-01-01
AC 0 2 894470 2022-01-01
AC 0 0 15490 2022-01-02
AC 0 0 7534 2022-01-02
AC 0 0 26702 2022-01-02
AC 0 0 10420 2022-01-02
AC 0 0 12008 2022-01-02
AC 0 0 89072 2022-01-02
AC 0 0 18696 2022-01-02
AC 0 0 34884 2022-01-02
AC 0 0 8473 2022-01-02
AC 0 0 9581 2022-01-02
AC 0 0 19299 2022-01-02
AC 0 0 19311 2022-01-02
AC 0 0 19955 2022-01-02
AC 0 0 18824 2022-01-02
AC 0 0 12241 2022-01-02
AC 0 0 413418 2022-01-02
AC 0 0 19351 2022-01-02
AC 0 0 6717 2022-01-02
AC 0 0 46511 2022-01-02
AC 0 0 23236 2022-01-02
AC 0 0 43151 2022-01-02
AC 0 0 19596 2022-01-02
AC 0 0 894470 2022-01-02
AC 0 0 15490 2022-01-03
AC 0 0 7534 2022-01-03
AC 0 0 26702 2022-01-03
AC 0 0 10420 2022-01-03
AC 0 0 12008 2022-01-03
AC 0 0 89072 2022-01-03
AC 0 0 18696 2022-01-03
AC 0 0 34884 2022-01-03
AC 0 0 8473 2022-01-03
AC 0 0 9581 2022-01-03
AC 0 0 19299 2022-01-03
AC 0 0 19311 2022-01-03
AC 0 0 19955 2022-01-03
AC 0 0 18824 2022-01-03
AC 0 0 12241 2022-01-03
AC 0 0 413418 2022-01-03
AC 0 0 19351 2022-01-03
AC 0 0 6717 2022-01-03
AC 0 0 46511 2022-01-03
AC 0 0 23236 2022-01-03
AC 0 0 43151 2022-01-03
AC 0 0 19596 2022-01-03
AC 0 9 894470 2022-01-03
AC 0 0 15490 2022-01-04
AC 0 0 7534 2022-01-04
AC 0 0 26702 2022-01-04
AC 0 0 10420 2022-01-04
AC 0 0 12008 2022-01-04
AC 0 0 89072 2022-01-04
AC 0 0 18696 2022-01-04
AC 0 0 34884 2022-01-04
AC 0 0 8473 2022-01-04
AC 0 0 9581 2022-01-04
AC 0 0 19299 2022-01-04
AC 0 0 19311 2022-01-04
AC 0 0 19955 2022-01-04
AC 0 0 18824 2022-01-04
AC 0 0 12241 2022-01-04
AC 0 0 413418 2022-01-04
AC 0 0 19351 2022-01-04
AC 0 0 6717 2022-01-04
AC 0 0 46511 2022-01-04
AC 0 0 23236 2022-01-04
AC 0 0 43151 2022-01-04
AC 0 0 19596 2022-01-04
AC 1 0 894470 2022-01-04
AC 0 0 15490 2022-01-05
AC 0 0 7534 2022-01-05
AC 0 0 26702 2022-01-05
AC 0 0 10420 2022-01-05
AC 0 0 12008 2022-01-05
AC 0 0 89072 2022-01-05
AC 0 0 18696 2022-01-05
AC 0 0 34884 2022-01-05
AC 0 0 8473 2022-01-05
AC 0 0 9581 2022-01-05
AC 0 0 19299 2022-01-05
AC 0 0 19311 2022-01-05
AC 0 0 19955 2022-01-05
AC 0 0 18824 2022-01-05
AC 0 0 12241 2022-01-05
AC 0 0 413418 2022-01-05
AC 0 0 19351 2022-01-05
AC 0 0 6717 2022-01-05
AC 0 0 46511 2022-01-05
AC 0 0 23236 2022-01-05
